timestamp,bitcoin_close,ethereum_close,bitcoin_return,ethereum_return,portfolio_return,bitcoin_cum_return,ethereum_cum_return,portfolio_cum_return
2025-01-01,50248.357076505614,2929.231462897479,,,,,,
2025-01-02,50179.224925920025,2908.199196759211,-0.0013758091728318655,-0.007180131172517035,-0.00427797017267445,0.9986241908271681,0.992819868827483,0.9957220298273255
2025-01-03,50503.06919497037,2891.063470932873,0.0064537519168228474,-0.005892211869611197,0.00028077002360582526,1.0050690636129047,0.9869699638119919,0.9960015987251449
2025-01-04,51264.58412317438,2850.9496074717918,0.015078587110500807,-0.01387512376133937,0.0006017316745807189,1.0202240850406614,0.9732756334153758,0.9966009244350309
2025-01-05,51147.50743581272,2842.8853218884915,-0.0022837732786511467,-0.0028286314013286074,-0.002556202339989877,1.0178941245370092,0.9705225953965491,0.994053410819954
2025-01-06,51030.43895733813,2863.0878647292184,-0.002288840343226961,0.007106351665042476,0.0024087556609077576,1.0155643273996353,0.9774194702583067,0.9964478426005113
2025-01-07,51820.04536509182,2957.397159789745,0.015473243497156952,0.03293971387407835,0.02420647868561765,1.0312784015245162,1.0096153879435685,1.0205683360637503
2025-01-08,52203.76272966828,2966.126050431337,0.007404805647563961,0.002951544946439455,0.005178175297001708,1.0389148176563356,1.012595313139701,1.0258530178104577
2025-01-09,51969.0255367008,2979.003569967475,-0.004496556966267717,0.0043415280797880484,-7.751444323983447e-05,1.0342432779956443,1.0169915241251588,1.0257734993849361
2025-01-10,52240.30555849378,2975.2812741791668,0.0052200328751865754,-0.001249510348303784,0.0019852612634413958,1.0396420619077222,1.0157207826916272,1.02780992777833
2025-01-11,52008.59671208755,2879.342713414215,-0.004435442019893765,-0.032245207065815906,-0.018340324542854836,1.0350307898206876,0.9829686557326831,1.0089595601345072
2025-01-12,51775.731835302424,2878.017019641754,-0.004477430492390244,-0.0004604154157421547,-0.0024689229540661994,1.0303965114017817,0.9825160818103924,1.0064685167167666
2025-01-13,51896.712971085435,2881.0285301388053,0.002336637870573144,0.0010463838387677615,0.0016915108546704527,1.0328041749120296,0.9835441707597282,1.008170969137677
